date,wrp,positive tests,test positivity rate,hospital admissions,Cook County beds in use
2021-04-16,Stickney,761.79,0.0531,42.2,1072
2021-04-17,Stickney,717.51,0.0514,42.2,1086
2021-04-18,Stickney,700.7,0.0512,43.34,1100
2021-04-19,Stickney,674.63,0.0497,43.72,1118
2021-04-20,Stickney,668.61,0.0489,43.34,1124
2021-04-21,Stickney,651.18,0.0461,42.96,1130
2021-04-22,Stickney,644.7,0.0458,41.44,1130
2021-04-23,Stickney,637.6,0.0435,39.16,1122
2021-04-24,Stickney,632.67,0.0428,39.16,1115
2021-04-25,Stickney,633.59,0.0424,37.26,1104
2021-04-26,Stickney,624.95,0.0421,38.4,1091
2021-04-27,Stickney,615.23,0.0416,38.78,1088
2021-04-28,Stickney,610.91,0.0411,38.78,1087
2021-04-29,Stickney,612.76,0.0411,38.4,1080
2021-04-30,Stickney,606.44,0.0401,38.02,1074
2021-05-01,Stickney,604.59,0.0405,38.02,1067
2021-05-02,Stickney,546.12,0.0397,38.78,1056
2021-05-03,Stickney,561.08,0.0398,37.64,1046
2021-05-04,Stickney,522.21,0.0398,37.64,1035
2021-05-05,Stickney,523.13,0.0406,37.64,1032
2021-05-06,Stickney,500.45,0.0368,37.64,1033
2021-05-07,Stickney,473.15,0.0377,36.88,1033
2021-05-08,Stickney,448.93,0.0349,36.88,1036
2021-05-09,Stickney,459.42,0.0352,36.88,1037
2021-05-10,Stickney,407.89,0.0343,36.88,1032
2021-05-11,Stickney,395.4,0.033,34.97,1024
2021-05-12,Stickney,371.64,0.0311,34.59,1004
2021-05-13,Stickney,354.51,0.0319,31.55,981
2021-05-14,Stickney,361.15,0.0295,29.65,953
2021-05-15,Stickney,360.07,0.0289,28.89,933
2021-05-16,Stickney,350.81,0.028,27.75,902
2021-05-17,Stickney,343.1,0.0271,27.37,868
2021-05-18,Stickney,337.7,0.0269,27.75,842
2021-05-19,Stickney,334.0,0.0269,25.85,823
2021-05-20,Stickney,340.48,0.0266,26.23,806
2021-05-21,Stickney,316.72,0.0264,25.09,789
2021-05-22,Stickney,301.6,0.0271,24.71,772
2021-05-23,Stickney,285.71,0.0268,24.71,763
2021-05-24,Stickney,263.03,0.0274,23.19,758
2021-05-25,Stickney,244.21,0.0265,22.81,749
2021-05-26,Stickney,229.86,0.0259,23.19,737
2021-05-27,Stickney,210.12,0.0254,21.67,723
2021-05-28,Stickney,199.47,0.0244,19.77,710
2021-05-29,Stickney,180.81,0.0223,17.49,690
2021-05-30,Stickney,170.93,0.0215,15.97,675
2021-05-31,Stickney,160.6,0.0202,15.59,650
2021-06-01,Stickney,153.65,0.0196,16.35,619
2021-06-02,Stickney,139.62,0.0191,14.83,595
2021-06-03,Stickney,127.43,0.0188,14.83,572
2021-06-04,Stickney,119.71,0.0172,14.45,549
2021-06-05,Stickney,115.39,0.017,13.69,528
2021-06-06,Stickney,101.82,0.0153,14.45,501
2021-06-07,Stickney,87.63,0.0138,14.45,482
2021-06-08,Stickney,73.59,0.0127,12.93,471
2021-06-09,Stickney,71.74,0.0116,12.55,455
2021-06-10,Stickney,66.49,0.0104,11.4,443
2021-06-11,Stickney,64.79,0.0096,11.02,431
2021-06-12,Stickney,66.49,0.0076,11.78,421
2021-06-13,Stickney,121.41,0.0071,11.02,412
2021-06-14,Stickney,123.26,0.0064,10.26,400
2021-06-15,Stickney,127.58,0.0057,9.5,386
2021-06-16,Stickney,123.57,0.0055,9.88,365
2021-06-17,Stickney,123.42,0.0097,8.74,346
2021-06-18,Stickney,120.79,0.0094,6.84,330
2021-06-19,Stickney,112.15,0.0102,6.84,313
2021-06-20,Stickney,49.21,0.0099,6.84,298
2021-06-21,Stickney,42.42,0.0104,6.08,284
2021-06-22,Stickney,42.73,0.0103,6.46,271
2021-06-23,Stickney,41.81,0.0092,6.84,263
2021-06-24,Stickney,41.34,0.0039,6.08,256
2021-06-25,Stickney,40.42,0.0031,6.46,248
2021-06-26,Stickney,37.33,0.0031,6.08,245
2021-06-27,Stickney,44.28,0.0031,6.08,240
2021-06-28,Stickney,44.89,0.0031,6.08,237
2021-06-29,Stickney,49.21,0.0029,6.84,231
2021-06-30,Stickney,45.36,0.0027,7.22,226
2021-07-01,Stickney,44.12,0.0035,6.46,222
2021-07-02,Stickney,53.07,0.004,6.08,218
2021-07-03,Stickney,59.24,0.0045,6.08,211
2021-07-04,Stickney,59.86,0.0046,6.46,204
2021-07-05,Stickney,66.49,0.0048,6.46,202
2021-07-06,Stickney,62.02,0.0062,6.08,206
2021-07-07,Stickney,73.12,0.0083,6.46,207
2021-07-08,Stickney,79.45,0.0086,7.22,208
2021-07-09,Stickney,71.89,0.0096,7.22,206
2021-07-10,Stickney,73.28,0.0088,7.22,208
2021-07-11,Stickney,80.38,0.0093,7.6,208
2021-07-12,Stickney,80.07,0.0094,8.36,210
2021-07-13,Stickney,92.25,0.0093,7.98,203
2021-07-14,Stickney,109.84,0.0092,8.36,204
2021-07-15,Stickney,117.4,0.0097,8.36,201
2021-07-16,Stickney,120.18,0.0098,7.6,200
2021-07-17,Stickney,129.12,0.0118,8.36,201
2021-07-18,Stickney,152.57,0.0138,8.74,206
2021-07-19,Stickney,183.12,0.0146,9.12,206
2021-07-20,Stickney,188.36,0.0153,9.88,213
2021-07-21,Stickney,192.99,0.0164,10.26,219
2021-07-22,Stickney,207.49,0.0187,11.02,234
2021-07-23,Stickney,225.08,0.0224,11.78,247
2021-07-24,Stickney,250.07,0.0221,11.4,264
2021-07-25,Stickney,238.81,0.0224,11.78,278
2021-07-26,Stickney,250.69,0.0237,11.78,291
2021-07-27,Stickney,280.46,0.0256,12.16,304
2021-07-28,Stickney,287.41,0.0281,13.69,314
2021-07-29,Stickney,301.14,0.0269,12.93,319
2021-07-30,Stickney,331.84,0.0265,12.93,324
2021-07-31,Stickney,329.06,0.0295,15.21,327
2021-08-01,Stickney,373.18,0.0294,14.83,331
2021-08-02,Stickney,390.92,0.0298,15.21,340
2021-08-03,Stickney,393.08,0.0311,16.35,347
2021-08-04,Stickney,411.75,0.0296,16.73,362
2021-08-05,Stickney,436.28,0.0325,18.63,373
2021-08-06,Stickney,435.97,0.0325,18.63,395
2021-08-07,Stickney,472.07,0.031,19.77,413
2021-08-08,Stickney,457.72,0.0323,21.29,436
2021-08-09,Stickney,463.58,0.0336,22.05,455
2021-08-10,Stickney,507.4,0.0332,23.57,475
2021-08-11,Stickney,516.19,0.0352,26.23,495
2021-08-12,Stickney,520.66,0.0335,26.61,520
2021-08-13,Stickney,532.39,0.0341,27.75,539
2021-08-14,Stickney,526.68,0.0379,27.75,563
2021-08-15,Stickney,534.7,0.0377,28.13,586
2021-08-16,Stickney,564.79,0.038,27.75,612
2021-08-17,Stickney,564.48,0.0389,27.75,635
2021-08-18,Stickney,543.81,0.0383,28.13,654
2021-08-19,Stickney,543.65,0.0387,26.61,674
2021-08-20,Stickney,539.02,0.0406,25.09,685
2021-08-21,Stickney,555.22,0.04,25.47,695
2021-08-22,Stickney,577.9,0.0386,26.99,701
2021-08-23,Stickney,582.53,0.0388,28.51,710
2021-08-24,Stickney,545.66,0.0392,28.13,725
2021-08-25,Stickney,614.15,0.04,29.27,736
2021-08-26,Stickney,589.01,0.0428,30.79,751
2021-08-27,Stickney,623.87,0.0419,30.03,763
2021-08-28,Stickney,633.59,0.0393,29.65,775
2021-08-29,Stickney,629.73,0.0434,29.27,789
2021-08-30,Stickney,658.74,0.042,29.27,797
2021-08-31,Stickney,688.05,0.0417,30.03,798
2021-09-01,Stickney,646.7,0.0417,30.41,805
2021-09-02,Stickney,648.4,0.0395,29.65,804
2021-09-03,Stickney,606.75,0.0416,29.27,815
2021-09-04,Stickney,589.93,0.0422,30.03,818
2021-09-05,Stickney,590.7,0.0399,30.03,821
2021-09-06,Stickney,574.97,0.0393,29.65,829
2021-09-07,Stickney,570.8,0.0388,30.41,836
2021-09-08,Stickney,562.93,0.0398,31.55,846
2021-09-09,Stickney,553.22,0.0407,29.65,853
2021-09-10,Stickney,593.48,0.0386,27.75,854
2021-09-11,Stickney,595.95,0.0379,26.61,861
2021-09-12,Stickney,601.81,0.0363,27.37,864
2021-09-13,Stickney,558.31,0.0352,27.75,866
2021-09-14,Stickney,531.93,0.0356,26.61,866
2021-09-15,Stickney,543.65,0.0343,25.09,860
2021-09-16,Stickney,555.84,0.0331,25.09,849
2021-09-17,Stickney,520.36,0.0316,25.47,839
2021-09-18,Stickney,513.41,0.0288,25.85,823
2021-09-19,Stickney,498.45,0.0275,24.71,811
2021-09-20,Stickney,493.2,0.0276,23.57,798
2021-09-21,Stickney,480.55,0.0262,23.19,786
2021-09-22,Stickney,454.79,0.024,24.33,776
2021-09-23,Stickney,449.55,0.0228,23.19,766
2021-09-24,Stickney,427.95,0.0203,22.05,760
2021-09-25,Stickney,409.74,0.0191,21.67,752
2021-09-26,Stickney,398.33,0.0184,22.43,745
2021-09-27,Stickney,401.88,0.0174,23.19,732
2021-09-28,Stickney,419.46,0.0167,21.67,723
2021-09-29,Stickney,411.9,0.0159,22.81,712
2021-09-30,Stickney,411.59,0.0144,23.19,709
2021-10-01,Stickney,435.82,0.0146,22.81,703
2021-10-02,Stickney,436.74,0.0153,23.19,699
2021-10-03,Stickney,452.63,0.0143,22.81,693
2021-10-04,Stickney,432.42,0.0145,20.91,689
2021-10-05,Stickney,391.85,0.0149,21.29,690
2021-10-06,Stickney,418.07,0.0149,22.81,682
2021-10-07,Stickney,417.77,0.0153,21.29,669
2021-10-08,Stickney,389.23,0.0148,20.15,658
2021-10-09,Stickney,392.47,0.0141,20.15,648
2021-10-10,Stickney,359.45,0.0151,19.77,633
2021-10-11,Stickney,352.51,0.0156,19.01,626
2021-10-12,Stickney,408.97,0.0146,19.01,610
2021-10-13,Stickney,379.04,0.0153,18.63,609
2021-10-14,Stickney,368.4,0.0156,17.87,609
2021-10-15,Stickney,384.44,0.0154,17.49,602
2021-10-16,Stickney,389.07,0.017,16.73,596
2021-10-17,Stickney,396.01,0.0166,17.49,591
2021-10-18,Stickney,409.74,0.016,19.77,584
2021-10-19,Stickney,380.43,0.0171,19.01,580
2021-10-20,Stickney,381.05,0.0168,18.25,568
2021-10-21,Stickney,400.18,0.0165,16.35,557
2021-10-22,Stickney,401.88,0.0172,15.97,550
2021-10-23,Stickney,380.12,0.0157,17.11,548
2021-10-24,Stickney,390.92,0.0157,17.11,539
2021-10-25,Stickney,394.16,0.0162,17.49,532
2021-10-26,Stickney,412.06,0.0162,17.49,526
2021-10-27,Stickney,421.62,0.0156,18.25,523
2021-10-28,Stickney,408.05,0.0159,19.01,527
2021-10-29,Stickney,415.45,0.0157,18.63,531
2021-10-30,Stickney,399.41,0.0164,17.87,535
2021-10-31,Stickney,447.54,0.0167,18.25,543
2021-11-01,Stickney,450.16,0.0165,17.49,546
2021-11-02,Stickney,460.19,0.0168,17.87,550
2021-11-03,Stickney,475.31,0.0162,18.25,553
2021-11-04,Stickney,485.34,0.018,17.49,550
2021-11-05,Stickney,472.38,0.0174,17.49,558
2021-11-06,Stickney,560.93,0.0177,18.63,563
2021-11-07,Stickney,555.53,0.0178,17.87,567
2021-11-08,Stickney,587.16,0.018,19.77,570
2021-11-09,Stickney,577.9,0.0179,20.15,577
2021-11-10,Stickney,607.98,0.0203,20.53,585
2021-11-11,Stickney,625.41,0.0196,20.15,600
2021-11-12,Stickney,650.41,0.0206,20.53,612
2021-11-13,Stickney,662.29,0.0206,21.29,618
2021-11-14,Stickney,699.31,0.0226,23.19,628
2021-11-15,Stickney,728.93,0.0233,24.33,641
2021-11-16,Stickney,774.13,0.0238,25.09,653
2021-11-17,Stickney,724.92,0.0248,26.99,666
2021-11-18,Stickney,796.5,0.0263,26.61,678
2021-11-19,Stickney,835.84,0.0271,27.37,690
2021-11-20,Stickney,819.02,0.0283,28.89,706
2021-11-21,Stickney,806.22,0.0253,29.65,728
2021-11-22,Stickney,734.02,0.0268,30.41,753
2021-11-23,Stickney,729.7,0.0271,30.41,770
2021-11-24,Stickney,743.43,0.0267,33.07,789
2021-11-25,Stickney,718.44,0.027,33.45,804
2021-11-26,Stickney,715.66,0.027,33.45,825
2021-11-27,Stickney,722.45,0.0291,34.21,848
2021-11-28,Stickney,887.06,0.0329,35.35,865
2021-11-29,Stickney,1009.7,0.0341,36.49,884
2021-11-30,Stickney,1039.01,0.0346,37.26,907
2021-12-01,Stickney,1092.24,0.0352,38.78,935
2021-12-02,Stickney,1201.0,0.0405,39.92,963
2021-12-03,Stickney,1238.33,0.041,40.3,984
2021-12-04,Stickney,1251.14,0.0392,42.96,1011
2021-12-05,Stickney,1184.34,0.0385,44.48,1041
2021-12-06,Stickney,1181.25,0.0376,46.0,1069
2021-12-07,Stickney,1309.91,0.0375,48.28,1103
2021-12-08,Stickney,1363.6,0.0333,49.42,1132
2021-12-09,Stickney,1260.39,0.0317,50.18,1166
2021-12-10,Stickney,1306.52,0.0315,49.42,1203
2021-12-11,Stickney,1455.24,0.0335,50.56,1239
2021-12-12,Stickney,1633.42,0.0328,51.7,1279
2021-12-13,Stickney,1846.16,0.0316,51.7,1313
2021-12-14,Stickney,2003.05,0.0327,53.22,1342
2021-12-15,Stickney,2159.33,0.0396,56.26,1376
2021-12-16,Stickney,2607.64,0.0434,56.64,1408
2021-12-17,Stickney,2777.96,0.0475,57.78,1449
2021-12-18,Stickney,3246.17,0.0509,58.92,1484
2021-12-19,Stickney,3667.79,0.0569,61.59,1524
2021-12-20,Stickney,4204.19,0.0667,65.39,1573
2021-12-21,Stickney,4362.01,0.0655,72.23,1634
2021-12-22,Stickney,4583.08,0.073,74.51,1701
2021-12-23,Stickney,4484.19,0.0813,77.55,1775
2021-12-24,Stickney,4896.1,0.0947,79.83,1839
2021-12-25,Stickney,4960.27,0.099,85.92,1915
2021-12-26,Stickney,5192.91,0.1084,91.62,1999
2021-12-27,Stickney,5422.47,0.1077,97.32,2106
2021-12-28,Stickney,5740.73,0.1268,103.78,2224
2021-12-29,Stickney,5746.13,0.1326,107.58,2354
2021-12-30,Stickney,6212.49,0.1412,110.25,2500
2021-12-31,Stickney,6147.7,0.1461,107.58,2645
2022-01-01,Stickney,6268.49,0.1563,119.75,2796
2022-01-02,Stickney,6672.53,0.1529,121.65,2940
2022-01-03,Stickney,6767.87,0.1631,124.69,3070
2022-01-04,Stickney,6764.32,0.1635,125.45,3194
2022-01-05,Stickney,7164.5,0.1626,131.91,3305
2022-01-06,Stickney,6845.16,0.1644,128.11,3398
2022-01-07,Stickney,6816.31,0.1638,125.07,3491
2022-01-08,Stickney,6792.55,0.1604,123.55,3580
2022-01-09,Stickney,6210.79,0.1609,123.93,3630
2022-01-10,Stickney,5714.81,0.1523,122.41,3675
2022-01-11,Stickney,5602.81,0.1432,122.41,3702
2022-01-12,Stickney,5273.44,0.1416,120.89,3724
2022-01-13,Stickney,5151.26,0.1319,116.33,3728
2022-01-14,Stickney,4872.49,0.12,109.86,3707
2022-01-15,Stickney,4441.15,0.1172,104.54,3648
2022-01-16,Stickney,4070.44,0.1082,100.74,3614
2022-01-17,Stickney,4645.87,0.104,94.28,3553
2022-01-18,Stickney,5122.41,0.1012,88.58,3479
2022-01-19,Stickney,4796.13,0.0962,84.39,3370
2022-01-20,Stickney,4482.65,0.0878,76.03,3261
2022-01-21,Stickney,4262.51,0.0967,70.33,3157
2022-01-22,Stickney,4037.12,0.1017,66.53,3058
2022-01-23,Stickney,3777.32,0.098,61.97,2937
2022-01-24,Stickney,2713.16,0.0971,58.92,2810
2022-01-25,Stickney,1622.16,0.0982,53.22,2686
2022-01-26,Stickney,1473.75,0.095,50.56,2573
2022-01-27,Stickney,1416.82,0.091,45.62,2450
2022-01-28,Stickney,1371.93,0.0701,41.82,2324
2022-01-29,Stickney,1273.2,0.046,38.78,2196
2022-01-30,Stickney,1204.08,0.0432,37.64,2080
2022-01-31,Stickney,1170.92,0.0425,34.97,1981
2022-02-01,Stickney,1116.61,0.0405,34.97,1884
2022-02-02,Stickney,1047.19,0.0371,33.83,1776
2022-02-03,Stickney,1078.66,0.037,30.41,1684
2022-02-04,Stickney,1045.49,0.0359,27.75,1591
2022-02-05,Stickney,970.21,0.0305,26.99,1509
2022-02-06,Stickney,893.85,0.0297,26.23,1434
2022-02-07,Stickney,782.31,0.0324,25.47,1349
2022-02-08,Stickney,725.23,0.0321,25.09,1269
2022-02-09,Stickney,719.98,0.0302,24.71,1196
2022-02-10,Stickney,647.78,0.0264,22.81,1141
2022-02-11,Stickney,604.9,0.0212,19.39,1081
2022-02-12,Stickney,593.48,0.0225,19.39,1030
2022-02-13,Stickney,530.07,0.0231,17.87,975
2022-02-14,Stickney,483.18,0.0205,17.11,929
2022-02-15,Stickney,472.53,0.0187,16.73,876
2022-02-16,Stickney,440.44,0.0189,16.35,832
2022-02-17,Stickney,393.7,0.017,15.59,787
2022-02-18,Stickney,364.85,0.0179,14.83,757
2022-02-19,Stickney,356.37,0.0167,14.45,717
2022-02-20,Stickney,362.07,0.0152,14.83,680
2022-02-21,Stickney,353.28,0.0139,12.93,649
2022-02-22,Stickney,401.41,0.0133,12.93,626
2022-02-23,Stickney,379.35,0.0133,11.4,602
2022-02-24,Stickney,377.04,0.0146,10.64,578
2022-02-25,Stickney,407.12,0.0143,9.12,552
2022-02-26,Stickney,395.09,0.0149,9.88,533
2022-02-27,Stickney,385.68,0.0141,9.88,514
2022-02-28,Stickney,364.23,0.0139,9.88,492
2022-03-01,Stickney,302.22,0.0149,9.5,474
2022-03-02,Stickney,303.61,0.0136,9.88,449
2022-03-03,Stickney,288.33,0.0129,7.98,424
2022-03-04,Stickney,252.54,0.0122,7.98,400
2022-03-05,Stickney,271.52,0.0109,7.98,383
2022-03-06,Stickney,282.47,0.0111,7.6,367
2022-03-07,Stickney,331.37,0.0107,7.6,358
2022-03-08,Stickney,336.0,0.0096,7.98,343
2022-03-09,Stickney,330.76,0.0106,7.6,339
2022-03-10,Stickney,329.83,0.0111,7.6,337
2022-03-11,Stickney,364.08,0.0131,7.6,338
2022-03-12,Stickney,339.24,0.0135,7.98,338
2022-03-13,Stickney,335.39,0.0137,8.36,335
2022-03-14,Stickney,305.3,0.0135,7.98,327
2022-03-15,Stickney,311.32,0.0149,7.6,326
2022-03-16,Stickney,315.79,0.0138,7.98,317
2022-03-17,Stickney,317.95,0.0148,7.6,309
2022-03-18,Stickney,314.1,0.0128,7.22,300
2022-03-19,Stickney,323.97,0.0129,7.22,289
2022-03-20,Stickney,349.27,0.0129,7.22,284
2022-03-21,Stickney,352.35,0.0131,7.22,283
2022-03-22,Stickney,356.21,0.0131,6.84,273
2022-03-23,Stickney,361.46,0.0135,7.22,267
2022-03-24,Stickney,372.41,0.014,7.22,264
2022-03-25,Stickney,382.44,0.0163,6.84,259
2022-03-26,Stickney,384.13,0.0167,7.22,258
2022-03-27,Stickney,374.11,0.017,6.84,254
2022-03-28,Stickney,366.39,0.0175,6.46,249
2022-03-29,Stickney,373.8,0.0179,6.84,249
2022-03-30,Stickney,391.08,0.0181,7.6,250
2022-03-31,Stickney,388.92,0.0173,6.84,250
