date,wrp,positive tests,test positivity rate,hospital admissions,Cook County beds in use
2021-11-01,Lemont,6.25,0.0275,0.34,315
2021-11-02,Lemont,7.59,0.026,0.34,316
2021-11-03,Lemont,7.89,0.0298,0.34,319
2021-11-04,Lemont,7.89,0.0377,0.32,316
2021-11-05,Lemont,8.93,0.0314,0.32,320
2021-11-06,Lemont,8.63,0.0368,0.35,325
2021-11-07,Lemont,8.63,0.0383,0.34,327
2021-11-08,Lemont,8.78,0.0378,0.36,331
2021-11-09,Lemont,8.19,0.0421,0.39,337
2021-11-10,Lemont,8.19,0.0399,0.42,340
2021-11-11,Lemont,8.48,0.036,0.42,347
2021-11-12,Lemont,8.78,0.0393,0.42,355
2021-11-13,Lemont,9.82,0.0359,0.43,360
2021-11-14,Lemont,10.57,0.0355,0.45,364
2021-11-15,Lemont,10.87,0.0374,0.47,369
2021-11-16,Lemont,12.21,0.0382,0.47,373
2021-11-17,Lemont,12.5,0.0417,0.48,376
2021-11-18,Lemont,12.95,0.041,0.48,382
2021-11-19,Lemont,13.1,0.0456,0.51,383
2021-11-20,Lemont,11.91,0.0527,0.52,389
2021-11-21,Lemont,12.5,0.0537,0.55,403
2021-11-22,Lemont,11.01,0.0541,0.58,420
2021-11-23,Lemont,8.63,0.0531,0.58,429
2021-11-24,Lemont,8.63,0.0505,0.65,445
2021-11-25,Lemont,9.23,0.0642,0.64,456
2021-11-26,Lemont,9.23,0.0674,0.64,474
2021-11-27,Lemont,9.38,0.0564,0.68,492
2021-11-28,Lemont,9.97,0.0589,0.68,503
2021-11-29,Lemont,12.06,0.0629,0.66,513
2021-11-30,Lemont,13.25,0.049,0.68,529
2021-12-01,Lemont,12.95,0.0447,0.71,545
2021-12-02,Lemont,13.4,0.0415,0.75,561
2021-12-03,Lemont,12.8,0.0423,0.77,575
2021-12-04,Lemont,14.14,0.0441,0.79,594
2021-12-05,Lemont,13.4,0.043,0.83,614
2021-12-06,Lemont,13.54,0.0444,0.87,633
2021-12-07,Lemont,14.88,0.0453,0.88,655
2021-12-08,Lemont,16.08,0.047,0.88,672
2021-12-09,Lemont,16.37,0.0455,0.87,691
2021-12-10,Lemont,18.16,0.0493,0.87,710
2021-12-11,Lemont,19.65,0.0531,0.92,730
2021-12-12,Lemont,20.84,0.0551,0.95,757
2021-12-13,Lemont,21.43,0.0562,0.94,779
2021-12-14,Lemont,22.03,0.0663,0.97,800
2021-12-15,Lemont,22.92,0.0693,1.05,827
2021-12-16,Lemont,23.82,0.0763,1.06,853
2021-12-17,Lemont,23.37,0.0711,1.05,877
2021-12-18,Lemont,25.01,0.0715,1.05,893
2021-12-19,Lemont,32.89,0.0753,1.09,908
2021-12-20,Lemont,38.25,0.076,1.17,932
2021-12-21,Lemont,38.4,0.075,1.26,961
2021-12-22,Lemont,39.0,0.0879,1.26,989
2021-12-23,Lemont,39.3,0.0926,1.32,1019
2021-12-24,Lemont,43.31,0.1099,1.38,1052
2021-12-25,Lemont,43.61,0.1107,1.44,1094
2021-12-26,Lemont,41.38,0.1141,1.51,1142
2021-12-27,Lemont,43.91,0.1136,1.57,1199
2021-12-28,Lemont,45.4,0.1195,1.69,1248
2021-12-29,Lemont,46.14,0.1186,1.71,1309
2021-12-30,Lemont,45.7,0.1416,1.71,1379
2021-12-31,Lemont,46.29,0.151,1.69,1451
2022-01-01,Lemont,46.44,0.1538,1.9,1527
2022-01-02,Lemont,45.55,0.1526,1.94,1598
2022-01-03,Lemont,41.83,0.148,2.0,1655
2022-01-04,Lemont,42.87,0.1466,2.03,1724
2022-01-05,Lemont,45.7,0.1405,2.1,1774
2022-01-06,Lemont,46.14,0.1408,2.06,1820
2022-01-07,Lemont,45.4,0.1375,2.03,1864
2022-01-08,Lemont,47.04,0.1444,2.01,1903
2022-01-09,Lemont,45.25,0.1465,2.05,1915
2022-01-10,Lemont,43.46,0.1514,2.06,1942
2022-01-11,Lemont,42.72,0.1433,2.09,1956
2022-01-12,Lemont,42.27,0.1442,2.09,1969
2022-01-13,Lemont,41.68,0.1311,2.04,1974
2022-01-14,Lemont,39.44,0.1176,1.95,1966
2022-01-15,Lemont,38.85,0.113,1.86,1935
2022-01-16,Lemont,34.83,0.1084,1.79,1929
2022-01-17,Lemont,38.25,0.1084,1.7,1892
2022-01-18,Lemont,40.04,0.1132,1.62,1848
2022-01-19,Lemont,36.62,0.1095,1.53,1798
2022-01-20,Lemont,35.43,0.0978,1.39,1737
2022-01-21,Lemont,33.64,0.11,1.27,1679
2022-01-22,Lemont,29.02,0.1127,1.21,1628
2022-01-23,Lemont,28.73,0.1097,1.13,1556
2022-01-24,Lemont,22.48,0.1086,1.06,1487
2022-01-25,Lemont,16.97,0.0996,0.99,1426
2022-01-26,Lemont,16.37,0.0982,0.95,1365
2022-01-27,Lemont,16.08,0.1003,0.86,1307
2022-01-28,Lemont,14.59,0.0796,0.79,1247
2022-01-29,Lemont,14.59,0.0671,0.75,1183
2022-01-30,Lemont,13.25,0.0641,0.75,1125
2022-01-31,Lemont,12.06,0.061,0.71,1076
2022-02-01,Lemont,11.91,0.0567,0.69,1027
2022-02-02,Lemont,10.12,0.0533,0.66,963
2022-02-03,Lemont,9.67,0.0488,0.6,916
2022-02-04,Lemont,9.67,0.0492,0.55,862
2022-02-05,Lemont,8.04,0.0475,0.55,812
2022-02-06,Lemont,6.7,0.0437,0.52,775
2022-02-07,Lemont,6.55,0.045,0.49,729
2022-02-08,Lemont,5.8,0.0476,0.48,683
2022-02-09,Lemont,6.25,0.0455,0.48,644
2022-02-10,Lemont,5.06,0.0351,0.47,614
2022-02-11,Lemont,4.47,0.032,0.4,583
2022-02-12,Lemont,4.02,0.0294,0.39,556
2022-02-13,Lemont,4.47,0.0318,0.36,525
2022-02-14,Lemont,3.87,0.0261,0.35,502
2022-02-15,Lemont,4.02,0.0228,0.35,475
2022-02-16,Lemont,3.42,0.0192,0.32,453
2022-02-17,Lemont,3.42,0.0238,0.3,427
2022-02-18,Lemont,3.72,0.0243,0.27,408
2022-02-19,Lemont,4.17,0.0245,0.29,386
2022-02-20,Lemont,3.57,0.0207,0.29,363
2022-02-21,Lemont,3.27,0.0202,0.26,342
2022-02-22,Lemont,2.53,0.0246,0.25,328
2022-02-23,Lemont,2.53,0.0259,0.22,309
2022-02-24,Lemont,2.38,0.0216,0.21,294
2022-02-25,Lemont,2.53,0.0187,0.18,276
2022-02-26,Lemont,2.08,0.0144,0.18,262
2022-02-27,Lemont,2.68,0.0146,0.18,250
2022-02-28,Lemont,2.38,0.0139,0.18,235
2022-03-01,Lemont,2.08,0.0143,0.17,222
2022-03-02,Lemont,2.08,0.0132,0.17,209
2022-03-03,Lemont,2.38,0.0171,0.14,195
2022-03-04,Lemont,1.79,0.0153,0.14,184
2022-03-05,Lemont,1.79,0.0128,0.14,177
2022-03-06,Lemont,1.79,0.0131,0.14,170
2022-03-07,Lemont,2.83,0.0149,0.14,169
2022-03-08,Lemont,3.13,0.0104,0.14,163
2022-03-09,Lemont,3.42,0.0106,0.14,162
2022-03-10,Lemont,3.72,0.0107,0.14,161
2022-03-11,Lemont,3.87,0.016,0.13,162
2022-03-12,Lemont,4.02,0.0185,0.14,163
2022-03-13,Lemont,4.17,0.0203,0.14,163
2022-03-14,Lemont,3.13,0.0221,0.14,160
2022-03-15,Lemont,4.02,0.024,0.13,161
2022-03-16,Lemont,3.57,0.0238,0.13,158
2022-03-17,Lemont,3.13,0.0287,0.13,156
2022-03-18,Lemont,2.68,0.0234,0.13,154
2022-03-19,Lemont,3.42,0.0326,0.12,148
2022-03-20,Lemont,3.13,0.0293,0.12,146
2022-03-21,Lemont,3.57,0.0255,0.12,144
2022-03-22,Lemont,3.42,0.0228,0.1,138
2022-03-23,Lemont,3.72,0.0349,0.12,135
2022-03-24,Lemont,3.57,0.0255,0.12,132
2022-03-25,Lemont,4.76,0.031,0.12,130
2022-03-26,Lemont,4.02,0.0289,0.13,132
2022-03-27,Lemont,4.17,0.0303,0.13,128
2022-03-28,Lemont,4.02,0.0291,0.13,125
2022-03-29,Lemont,3.13,0.0397,0.13,125
2022-03-30,Lemont,2.98,0.0341,0.14,126
2022-03-31,Lemont,2.98,0.0396,0.12,128
2020-08-01,OBrien,197.26,0.032,11.82,774
2020-08-02,OBrien,203.32,0.0328,11.82,767
2020-08-03,OBrien,211.41,0.0341,12.03,773
2020-08-04,OBrien,217.01,0.0323,12.24,771
2020-08-05,OBrien,211.57,0.0322,12.45,769
2020-08-06,OBrien,208.77,0.0337,12.24,774
2020-08-07,OBrien,211.1,0.0345,12.03,788
2020-08-08,OBrien,207.06,0.0347,11.6,788
2020-08-09,OBrien,205.19,0.0339,12.24,785
2020-08-10,OBrien,205.66,0.0326,11.82,781
2020-08-11,OBrien,198.66,0.0332,11.39,780
2020-08-12,OBrien,198.66,0.0342,11.18,786
2020-08-13,OBrien,206.28,0.0338,11.6,789
2020-08-14,OBrien,209.23,0.0345,11.6,781
2020-08-15,OBrien,217.79,0.0333,12.03,795
2020-08-16,OBrien,220.59,0.0341,11.6,806
2020-08-17,OBrien,210.79,0.0344,11.82,808
2020-08-18,OBrien,229.46,0.0356,12.45,799
2020-08-19,OBrien,230.86,0.036,12.45,786
2020-08-20,OBrien,230.55,0.0352,12.45,776
2020-08-21,OBrien,226.35,0.0335,12.45,771
2020-08-22,OBrien,227.44,0.0364,12.45,749
2020-08-23,OBrien,215.92,0.0358,12.87,736
2020-08-24,OBrien,227.9,0.0366,12.66,727
2020-08-25,OBrien,200.37,0.0359,12.45,731
2020-08-26,OBrien,214.83,0.036,13.08,736
2020-08-27,OBrien,215.15,0.0362,13.08,732
2020-08-28,OBrien,213.28,0.039,13.29,732
2020-08-29,OBrien,205.66,0.0358,13.08,732
2020-08-30,OBrien,199.74,0.0383,12.66,726
2020-08-31,OBrien,201.46,0.0385,13.08,725
2020-09-01,OBrien,238.95,0.0403,12.45,723
2020-09-02,OBrien,219.19,0.0403,12.03,719
2020-09-03,OBrien,217.48,0.0389,11.39,720
2020-09-04,OBrien,221.21,0.0315,11.6,715
2020-09-05,OBrien,210.32,0.0349,11.39,718
2020-09-06,OBrien,217.95,0.0325,10.34,717
2020-09-07,OBrien,205.66,0.0335,10.34,713
2020-09-08,OBrien,180.45,0.0326,10.55,707
2020-09-09,OBrien,177.97,0.0308,10.34,703
2020-09-10,OBrien,176.1,0.0322,9.92,705
2020-09-11,OBrien,171.74,0.0373,9.71,707
2020-09-12,OBrien,185.9,0.0348,9.92,697
2020-09-13,OBrien,193.52,0.0347,9.92,688
2020-09-14,OBrien,182.79,0.0327,9.92,687
2020-09-15,OBrien,197.88,0.0329,9.49,694
2020-09-16,OBrien,203.32,0.0348,9.49,692
2020-09-17,OBrien,198.19,0.0345,9.71,682
2020-09-18,OBrien,199.12,0.0322,9.07,682
2020-09-19,OBrien,198.66,0.0315,8.86,685
2020-09-20,OBrien,197.88,0.0314,8.86,689
2020-09-21,OBrien,202.08,0.0308,8.65,682
2020-09-22,OBrien,193.68,0.0304,8.86,679
2020-09-23,OBrien,200.99,0.0312,9.07,692
2020-09-24,OBrien,213.12,0.0307,9.07,701
2020-09-25,OBrien,206.75,0.0304,9.07,705
2020-09-26,OBrien,216.7,0.0306,9.49,707
2020-09-27,OBrien,213.59,0.0321,10.13,702
2020-09-28,OBrien,217.48,0.0327,10.13,708
2020-09-29,OBrien,222.61,0.0311,9.92,716
2020-09-30,OBrien,217.01,0.0324,9.92,707
2020-10-01,OBrien,219.81,0.031,9.71,709
2020-10-02,OBrien,226.04,0.0313,9.28,702
2020-10-03,OBrien,225.57,0.0309,9.71,712
2020-10-04,OBrien,254.5,0.0292,9.71,731
2020-10-05,OBrien,270.68,0.0301,10.55,743
2020-10-06,OBrien,285.31,0.0311,11.39,743
2020-10-07,OBrien,311.6,0.0309,11.6,758
2020-10-08,OBrien,327.77,0.0333,12.03,771
2020-10-09,OBrien,371.02,0.035,12.87,791
2020-10-10,OBrien,372.11,0.0369,12.66,804
2020-10-11,OBrien,401.36,0.0389,13.5,814
2020-10-12,OBrien,432.47,0.0397,13.08,828
2020-10-13,OBrien,458.14,0.0428,12.45,851
2020-10-14,OBrien,464.05,0.042,12.66,856
2020-10-15,OBrien,475.56,0.0475,13.5,861
2020-10-16,OBrien,478.52,0.0495,13.29,878
2020-10-17,OBrien,526.9,0.0501,13.29,893
2020-10-18,OBrien,525.19,0.0484,14.56,912
2020-10-19,OBrien,514.3,0.0497,14.77,932
2020-10-20,OBrien,558.01,0.0504,16.46,947
2020-10-21,OBrien,586.17,0.0538,18.36,989
2020-10-22,OBrien,600.17,0.0508,18.99,1028
2020-10-23,OBrien,600.79,0.0508,19.2,1058
2020-10-24,OBrien,623.81,0.056,20.47,1093
2020-10-25,OBrien,667.22,0.0596,21.1,1128
2020-10-26,OBrien,734.89,0.0592,22.37,1162
2020-10-27,OBrien,772.22,0.0589,23.21,1211
2020-10-28,OBrien,859.8,0.0615,24.48,1252
2020-10-29,OBrien,895.43,0.067,25.74,1295
2020-10-30,OBrien,959.83,0.0699,26.37,1343
2020-10-31,OBrien,1014.28,0.0713,27.85,1400
2020-11-01,OBrien,1093.77,0.078,28.7,1456
2020-11-02,OBrien,1211.69,0.08,31.44,1512
2020-11-03,OBrien,1305.5,0.0826,32.49,1562
2020-11-04,OBrien,1303.16,0.0857,33.13,1610
2020-11-05,OBrien,1410.81,0.0895,35.03,1677
2020-11-06,OBrien,1486.73,0.1001,37.14,1750
2020-11-07,OBrien,1516.91,0.1082,39.46,1823
2020-11-08,OBrien,1558.76,0.1076,41.14,1882
2020-11-09,OBrien,1602.16,0.1168,42.41,1960
2020-11-10,OBrien,1532.0,0.1195,43.89,2049
2020-11-11,OBrien,1600.14,0.1195,46.42,2140
2020-11-12,OBrien,1585.82,0.1232,46.84,2215
2020-11-13,OBrien,1610.71,0.1251,45.58,2287
2020-11-14,OBrien,1519.71,0.1145,47.05,2357
2020-11-15,OBrien,1597.34,0.117,48.95,2439
2020-11-16,OBrien,1519.4,0.1143,50.22,2515
2020-11-17,OBrien,1548.33,0.1153,50.43,2575
2020-11-18,OBrien,1462.93,0.1043,49.58,2627
2020-11-19,OBrien,1448.15,0.1055,47.9,2683
2020-11-20,OBrien,1339.57,0.0992,48.53,2738
2020-11-21,OBrien,1459.35,0.1034,48.11,2780
2020-11-22,OBrien,1386.23,0.1003,47.26,2832
2020-11-23,OBrien,1270.18,0.0955,45.58,2863
2020-11-24,OBrien,1195.82,0.0893,43.68,2891
2020-11-25,OBrien,1170.93,0.0944,43.47,2901
2020-11-26,OBrien,1075.57,0.0889,41.36,2899
2020-11-27,OBrien,1159.89,0.0827,41.14,2879
2020-11-28,OBrien,1134.53,0.0818,41.78,2875
2020-11-29,OBrien,1079.93,0.0832,42.41,2859
2020-11-30,OBrien,1151.49,0.0817,41.57,2836
2020-12-01,OBrien,1191.0,0.0845,41.57,2821
2020-12-02,OBrien,1240.16,0.09,40.93,2806
2020-12-03,OBrien,1330.39,0.0871,43.04,2781
2020-12-04,OBrien,1238.45,0.0921,41.57,2768
2020-12-05,OBrien,1178.71,0.0916,41.99,2726
2020-12-06,OBrien,1201.74,0.0929,42.83,2683
2020-12-07,OBrien,1175.76,0.0961,42.2,2648
2020-12-08,OBrien,1198.62,0.0951,40.72,2618
2020-12-09,OBrien,1175.44,0.0915,41.57,2580
2020-12-10,OBrien,1153.51,0.0951,41.14,2561
2020-12-11,OBrien,1184.0,0.095,40.72,2528
2020-12-12,OBrien,1151.02,0.0962,41.57,2524
2020-12-13,OBrien,1098.91,0.0986,41.57,2508
2020-12-14,OBrien,1089.42,0.0946,41.99,2492
2020-12-15,OBrien,1038.86,0.0958,41.57,2465
2020-12-16,OBrien,1004.64,0.0899,39.67,2447
2020-12-17,OBrien,945.83,0.0893,38.19,2419
2020-12-18,OBrien,938.36,0.0875,36.5,2391
2020-12-19,OBrien,969.63,0.0848,37.14,2340
2020-12-20,OBrien,936.03,0.0776,36.29,2307
2020-12-21,OBrien,913.16,0.0706,33.34,2280
2020-12-22,OBrien,825.74,0.0697,36.08,2261
2020-12-23,OBrien,782.8,0.074,35.45,2233
2020-12-24,OBrien,772.53,0.0666,33.76,2202
2020-12-25,OBrien,733.18,0.0644,31.02,2163
2020-12-26,OBrien,735.66,0.0595,31.23,2145
2020-12-27,OBrien,754.49,0.0595,32.07,2133
2020-12-28,OBrien,773.16,0.0646,32.49,2112
2020-12-29,OBrien,810.96,0.0636,31.65,2088
2020-12-30,OBrien,812.82,0.0646,29.75,2070
2020-12-31,OBrien,810.18,0.0702,29.33,2056
2021-01-01,OBrien,859.65,0.0717,28.27,2044
2021-01-02,OBrien,862.92,0.0744,29.75,2017
2021-01-03,OBrien,867.58,0.076,29.12,1993
2021-01-04,OBrien,925.76,0.076,29.12,1957
2021-01-05,OBrien,942.41,0.0796,29.12,1922
2021-01-06,OBrien,942.41,0.079,29.75,1896
2021-01-07,OBrien,935.88,0.0763,29.96,1870
2021-01-08,OBrien,945.68,0.0801,29.96,1854
2021-01-09,OBrien,910.05,0.078,30.17,1838
2021-01-10,OBrien,883.45,0.0726,30.17,1810
2021-01-11,OBrien,819.2,0.0713,29.75,1788
2021-01-12,OBrien,812.36,0.0709,29.54,1772
2021-01-13,OBrien,817.65,0.0697,29.54,1746
2021-01-14,OBrien,806.76,0.0666,28.06,1723
2021-01-15,OBrien,718.55,0.0629,27.85,1700
2021-01-16,OBrien,687.91,0.0646,27.85,1688
2021-01-17,OBrien,634.7,0.062,27.22,1675
2021-01-18,OBrien,637.5,0.0614,26.8,1664
2021-01-19,OBrien,622.1,0.0579,26.37,1636
2021-01-20,OBrien,618.52,0.0543,25.95,1627
2021-01-21,OBrien,592.08,0.0532,25.53,1611
2021-01-22,OBrien,590.52,0.0515,24.48,1599
2021-01-23,OBrien,588.81,0.0488,23.42,1582
2021-01-24,OBrien,585.7,0.05,23.42,1557
2021-01-25,OBrien,523.32,0.0454,22.15,1535
2021-01-26,OBrien,491.27,0.0458,21.31,1515
2021-01-27,OBrien,458.92,0.0467,21.1,1476
2021-01-28,OBrien,453.47,0.0466,20.04,1439
2021-01-29,OBrien,422.82,0.0416,18.99,1397
2021-01-30,OBrien,403.38,0.0384,18.78,1350
2021-01-31,OBrien,394.36,0.0359,17.93,1307
2021-02-01,OBrien,392.02,0.037,17.51,1267
2021-02-02,OBrien,401.82,0.0351,17.09,1235
2021-02-03,OBrien,402.6,0.0325,16.88,1204
2021-02-04,OBrien,394.51,0.0307,16.67,1179
2021-02-05,OBrien,392.64,0.031,16.46,1161
2021-02-06,OBrien,382.69,0.0331,16.46,1148
2021-02-07,OBrien,370.4,0.0341,16.88,1133
2021-02-08,OBrien,352.04,0.0347,16.88,1113
2021-02-09,OBrien,320.31,0.0345,15.82,1089
2021-02-10,OBrien,307.24,0.0349,14.98,1070
2021-02-11,OBrien,305.37,0.0344,15.19,1052
2021-02-12,OBrien,290.91,0.0323,14.35,1030
2021-02-13,OBrien,278.3,0.0298,14.14,1003
2021-02-14,OBrien,259.33,0.0296,13.29,979
2021-02-15,OBrien,248.44,0.0286,12.24,954
2021-02-16,OBrien,244.86,0.0274,12.03,927
2021-02-17,OBrien,246.41,0.027,11.18,902
2021-02-18,OBrien,242.52,0.0271,11.6,870
2021-02-19,OBrien,252.64,0.0284,10.97,844
2021-02-20,OBrien,261.81,0.0287,10.97,822
2021-02-21,OBrien,256.68,0.0285,11.18,800
2021-02-22,OBrien,281.73,0.0299,11.18,778
2021-02-23,OBrien,290.28,0.0303,10.97,762
2021-02-24,OBrien,285.15,0.0298,10.97,747
2021-02-25,OBrien,290.13,0.0276,9.71,739
2021-02-26,OBrien,287.17,0.0295,9.28,721
2021-02-27,OBrien,289.35,0.0302,9.92,705
2021-02-28,OBrien,305.53,0.0303,9.49,692
2021-03-01,OBrien,276.44,0.0307,9.71,677
2021-03-02,OBrien,292.62,0.0305,9.71,668
2021-03-03,OBrien,286.39,0.0305,9.49,654
2021-03-04,OBrien,283.59,0.0329,9.71,642
2021-03-05,OBrien,284.53,0.0283,9.49,642
2021-03-06,OBrien,274.88,0.0297,9.28,645
2021-03-07,OBrien,265.39,0.0281,9.71,642
2021-03-08,OBrien,263.53,0.0275,9.49,644
2021-03-09,OBrien,250.93,0.0282,9.49,635
2021-03-10,OBrien,260.57,0.0277,9.71,630
2021-03-11,OBrien,251.7,0.0258,9.71,626
2021-03-12,OBrien,265.39,0.0261,9.28,619
2021-03-13,OBrien,259.95,0.0254,9.28,617
2021-03-14,OBrien,279.39,0.0266,9.71,612
2021-03-15,OBrien,304.91,0.0256,10.13,609
2021-03-16,OBrien,308.02,0.0263,10.34,611
2021-03-17,OBrien,312.06,0.0253,10.55,614
2021-03-18,OBrien,324.2,0.0266,10.97,615
2021-03-19,OBrien,322.17,0.0284,12.03,621
2021-03-20,OBrien,358.42,0.0275,12.45,621
2021-03-21,OBrien,350.02,0.0271,13.08,628
2021-03-22,OBrien,376.15,0.028,13.71,642
2021-03-23,OBrien,395.6,0.0281,14.56,657
2021-03-24,OBrien,425.16,0.031,15.19,675
2021-03-25,OBrien,442.11,0.0307,15.61,692
2021-03-26,OBrien,460.16,0.0348,15.61,705
2021-03-27,OBrien,447.4,0.0363,15.61,719
2021-03-28,OBrien,496.1,0.0397,16.04,737
2021-03-29,OBrien,494.07,0.0407,16.25,744
2021-03-30,OBrien,497.96,0.0419,16.04,753
2021-03-31,OBrien,486.61,0.0403,16.88,762
2021-04-01,OBrien,499.05,0.0424,16.46,769
2021-04-02,OBrien,514.3,0.0405,16.67,774
2021-04-03,OBrien,532.19,0.0414,18.57,784
2021-04-04,OBrien,528.14,0.0399,18.36,795
2021-04-05,OBrien,522.7,0.0403,18.78,809
2021-04-06,OBrien,529.39,0.0412,20.04,825
2021-04-07,OBrien,536.7,0.0428,20.26,849
2021-04-08,OBrien,529.39,0.0422,21.73,873
2021-04-09,OBrien,522.85,0.0412,21.94,898
2021-04-10,OBrien,514.14,0.0409,21.94,926
2021-04-11,OBrien,488.78,0.0421,22.79,958
2021-04-12,OBrien,488.94,0.0418,23.0,988
2021-04-13,OBrien,462.8,0.0402,22.79,1016
2021-04-14,OBrien,441.34,0.039,22.58,1032
2021-04-15,OBrien,427.65,0.037,22.58,1050
2021-04-16,OBrien,406.33,0.0384,23.42,1072
2021-04-17,OBrien,391.24,0.037,23.42,1086
2021-04-18,OBrien,384.24,0.0353,24.05,1100
2021-04-19,OBrien,360.75,0.0346,24.26,1118
2021-04-20,OBrien,359.67,0.0331,24.05,1124
2021-04-21,OBrien,349.4,0.0325,23.84,1130
2021-04-22,OBrien,345.04,0.033,23.0,1130
2021-04-23,OBrien,342.24,0.0303,21.73,1122
2021-04-24,OBrien,325.6,0.0299,21.73,1115
2021-04-25,OBrien,322.17,0.0296,20.68,1104
2021-04-26,OBrien,319.53,0.0294,21.31,1091
2021-04-27,OBrien,315.64,0.0291,21.52,1088
2021-04-28,OBrien,310.04,0.0276,21.52,1087
2021-04-29,OBrien,303.97,0.0272,21.31,1080
2021-04-30,OBrien,298.99,0.0267,21.1,1074
2021-05-01,OBrien,308.33,0.0264,21.1,1067
2021-05-02,OBrien,273.02,0.0254,21.52,1056
2021-05-03,OBrien,273.33,0.0248,20.89,1046
2021-05-04,OBrien,246.1,0.025,20.89,1035
2021-05-05,OBrien,248.59,0.0265,20.89,1032
2021-05-06,OBrien,248.44,0.0232,20.89,1033
2021-05-07,OBrien,231.17,0.0234,20.47,1033
2021-05-08,OBrien,213.43,0.0214,20.47,1036
2021-05-09,OBrien,226.81,0.0216,20.47,1037
2021-05-10,OBrien,204.41,0.0218,20.47,1032
2021-05-11,OBrien,202.54,0.0207,19.41,1024
2021-05-12,OBrien,193.68,0.0188,19.2,1004
2021-05-13,OBrien,177.03,0.0208,17.51,981
2021-05-14,OBrien,177.5,0.0188,16.46,953
2021-05-15,OBrien,177.81,0.019,16.04,933
2021-05-16,OBrien,166.14,0.0189,15.4,902
2021-05-17,OBrien,158.52,0.018,15.19,868
2021-05-18,OBrien,153.23,0.0173,15.4,842
2021-05-19,OBrien,151.52,0.0174,14.35,823
2021-05-20,OBrien,155.88,0.0164,14.56,806
2021-05-21,OBrien,144.36,0.0163,13.93,789
2021-05-22,OBrien,135.96,0.0154,13.71,772
2021-05-23,OBrien,124.14,0.0154,13.71,763
2021-05-24,OBrien,116.83,0.0157,12.87,758
2021-05-25,OBrien,106.72,0.0151,12.66,749
2021-05-26,OBrien,96.29,0.0144,12.87,737
2021-05-27,OBrien,85.4,0.0137,12.03,723
2021-05-28,OBrien,79.49,0.0133,10.97,710
2021-05-29,OBrien,68.45,0.0125,9.71,690
2021-05-30,OBrien,70.0,0.0114,8.86,675
2021-05-31,OBrien,63.16,0.0104,8.65,650
2021-06-01,OBrien,62.69,0.01,9.07,619
2021-06-02,OBrien,58.03,0.0091,8.23,595
2021-06-03,OBrien,55.69,0.0099,8.23,572
2021-06-04,OBrien,54.45,0.0085,8.02,549
2021-06-05,OBrien,56.31,0.0088,7.6,528
2021-06-06,OBrien,47.6,0.0082,8.02,501
2021-06-07,OBrien,43.56,0.0078,8.02,482
2021-06-08,OBrien,37.34,0.0074,7.17,471
2021-06-09,OBrien,38.42,0.0075,6.96,455
2021-06-10,OBrien,36.09,0.0065,6.33,443
2021-06-11,OBrien,35.47,0.0067,6.12,431
2021-06-12,OBrien,34.69,0.0057,6.54,421
2021-06-13,OBrien,62.07,0.0061,6.12,412
2021-06-14,OBrien,65.03,0.0058,5.7,400
2021-06-15,OBrien,66.11,0.0057,5.27,386
2021-06-16,OBrien,61.76,0.0056,5.49,365
2021-06-17,OBrien,62.38,0.01,4.85,346
2021-06-18,OBrien,61.14,0.0103,3.8,330
2021-06-19,OBrien,60.51,0.0108,3.8,313
2021-06-20,OBrien,32.67,0.0101,3.8,298
2021-06-21,OBrien,32.2,0.0105,3.38,284
2021-06-22,OBrien,35.16,0.0103,3.59,271
2021-06-23,OBrien,33.45,0.0103,3.8,263
2021-06-24,OBrien,32.82,0.0054,3.38,256
2021-06-25,OBrien,34.07,0.0052,3.59,248
2021-06-26,OBrien,35.31,0.0058,3.38,245
2021-06-27,OBrien,36.87,0.0055,3.38,240
2021-06-28,OBrien,31.11,0.0056,3.38,237
2021-06-29,OBrien,32.51,0.0053,3.8,231
2021-06-30,OBrien,32.82,0.0055,4.01,226
2021-07-01,OBrien,31.58,0.0061,3.59,222
2021-07-02,OBrien,37.8,0.0054,3.38,218
2021-07-03,OBrien,39.51,0.0056,3.38,211
2021-07-04,OBrien,41.69,0.0063,3.59,204
2021-07-05,OBrien,50.4,0.0061,3.59,202
2021-07-06,OBrien,48.54,0.0075,3.38,206
2021-07-07,OBrien,56.47,0.0083,3.59,207
2021-07-08,OBrien,59.74,0.0088,4.01,208
2021-07-09,OBrien,55.85,0.0105,4.01,206
2021-07-10,OBrien,56.63,0.0099,4.01,208
2021-07-11,OBrien,55.38,0.0106,4.22,208
2021-07-12,OBrien,53.98,0.0105,4.64,210
2021-07-13,OBrien,59.27,0.0107,4.43,203
2021-07-14,OBrien,70.47,0.0105,4.64,204
2021-07-15,OBrien,77.32,0.01,4.64,201
2021-07-16,OBrien,80.12,0.01,4.22,200
2021-07-17,OBrien,84.63,0.0116,4.64,201
2021-07-18,OBrien,103.92,0.0133,4.85,206
2021-07-19,OBrien,118.54,0.014,5.06,206
2021-07-20,OBrien,121.18,0.0145,5.49,213
2021-07-21,OBrien,123.36,0.0153,5.7,219
2021-07-22,OBrien,131.14,0.0182,6.12,234
2021-07-23,OBrien,141.1,0.0206,6.54,247
2021-07-24,OBrien,166.61,0.0199,6.33,264
2021-07-25,OBrien,161.63,0.02,6.54,278
